-8.000000000000000000e+00 1.769366781868353833e+00
-7.877551020408163573e+00 1.781419894054659059e+00
-7.755102040816326259e+00 1.793781365510761727e+00
-7.632653061224489832e+00 1.806459600867279969e+00
-7.510204081632653406e+00 1.819462939813934144e+00
-7.387755102040816091e+00 1.832799593256525528e+00
-7.265306122448979664e+00 1.846477568183330975e+00
-7.142857142857143238e+00 1.860504579732670027e+00
-7.020408163265305923e+00 1.874887948819325301e+00
-6.897959183673469497e+00 1.889634483545533650e+00
-6.775510204081632182e+00 1.904750342525683093e+00
-6.653061224489795755e+00 1.920240878128959938e+00
-6.530612244897959329e+00 1.936110457610172642e+00
-6.408163265306122014e+00 1.952362260073869704e+00
-6.285714285714285587e+00 1.968998047274381991e+00
-6.163265306122449161e+00 1.986017906393763299e+00
-6.040816326530611846e+00 2.003419963188836306e+00
-5.918367346938775420e+00 2.021200064282601794e+00
-5.795918367346938993e+00 2.039351427920767623e+00
-5.673469387755101678e+00 2.057864263247092484e+00
-5.551020408163265252e+00 2.076725359094219403e+00
-5.428571428571428825e+00 2.095917644455486339e+00
-5.306122448979591510e+00 2.115419724202445728e+00
-5.183673469387755084e+00 2.135205395230205916e+00
-5.061224489795918657e+00 2.155243150013679720e+00
-4.938775510204081343e+00 2.175495676479304752e+00
-4.816326530612244916e+00 2.195919365043211169e+00
-4.693877551020408490e+00 2.216463835506030655e+00
-4.571428571428571175e+00 2.237071498061845354e+00
-4.448979591836734748e+00 2.257677163779149510e+00
-4.326530612244898322e+00 2.278207720336927533e+00
-4.204081632653061007e+00 2.298581888339830570e+00
-4.081632653061224580e+00 2.318710072030472968e+00
-3.959183673469388154e+00 2.338494315507351207e+00
-3.836734693877550839e+00 2.357828371676916834e+00
-3.714285714285714413e+00 2.376597886115005664e+00
-3.591836734693877986e+00 2.394680692048615445e+00
-3.469387755102040671e+00 2.411947206068061345e+00
-3.346938775510204245e+00 2.428260907358189780e+00
-3.224489795918367818e+00 2.443478876641548059e+00
-3.102040816326530503e+00 2.457452365093857338e+00
-2.979591836734694077e+00 2.470027358583615662e+00
-2.857142857142857650e+00 2.481045098925111159e+00
-2.734693877551020336e+00 2.490342521450587210e+00
-2.612244897959183909e+00 2.497752566915185213e+00
-2.489795918367347483e+00 2.503104325125526497e+00
-2.367346938775510168e+00 2.506222967071209951e+00
-2.244897959183673741e+00 2.506929420840080969e+00
-2.122448979591837315e+00 2.505039743049036982e+00
-2.000000000000000000e+00 2.500364130407574770e+00
-1.992832731117360812e+00 2.500000000000000000e+00
-1.784218335150280277e+00 2.484737431164367294e+00
-1.506343572563249023e+00 2.449080172815667922e+00
-1.230320531942685758e+00 2.393728463418278274e+00
-9.681811277543685978e-01 2.319595582294145419e+00
-7.237779230648222484e-01 2.227899574050896003e+00
-4.995315896917859044e-01 2.120146311018917817e+00
-2.982310240358158615e-01 1.998105184099991494e+00
-1.248127289225131609e-01 1.863780143523597888e+00
9.436319206978814600e-03 1.719376822324034215e+00
8.192985926945163533e-02 1.567266330211095626e+00
8.766298926724398755e-02 1.409946324353883673e+00
6.561082659243192006e-02 1.250000000000000222e+00
4.234980734189726370e-02 1.090053675646116327e+00
2.464313687898751770e-02 9.327336697889043737e-01
1.293407262591110725e-02 7.806231776759658958e-01
6.034087080906505064e-03 6.362198564764021125e-01
2.442461338622166703e-03 5.018948159000085063e-01
8.280744097678497924e-04 3.798536889810820716e-01
2.229347644534414839e-04 2.721004259491039967e-01
4.366197131980125036e-05 1.804044177058543308e-01
5.294515417139712370e-06 1.062715365817218371e-01
2.798732121746426119e-07 5.091982718433196720e-02
2.260817866255806123e-09 1.526256883563281708e-02
0.000000000000000000e+00 0.000000000000000000e+00
2.260817866255806123e-09 -1.526256883563270605e-02
2.798732120394155488e-07 -5.091982718433207822e-02
5.294515417025245185e-06 -1.062715365817217261e-01
4.366197131996778382e-05 -1.804044177058545806e-01
2.229347644534414839e-04 -2.721004259491039967e-01
8.280744097678518524e-04 -3.798536889810821826e-01
2.442461338622166703e-03 -5.018948159000085063e-01
6.034087080906505064e-03 -6.362198564764021125e-01
1.293407262591114888e-02 -7.806231776759657848e-01
2.464313687898751770e-02 -9.327336697889043737e-01
4.234980734189726370e-02 -1.090053675646116327e+00
6.561082659243175352e-02 -1.249999999999999778e+00
8.766298926724398755e-02 -1.409946324353883673e+00
8.192985926945163533e-02 -1.567266330211095626e+00
9.436319206978814600e-03 -1.719376822324034215e+00
-1.248127289225131609e-01 -1.863780143523597888e+00
-2.982310240358158615e-01 -1.998105184099991494e+00
-4.995315896917859044e-01 -2.120146311018917817e+00
-7.237779230648222484e-01 -2.227899574050896003e+00
-9.681811277543701522e-01 -2.319595582294145864e+00
-1.230320531942685758e+00 -2.393728463418278274e+00
-1.506343572563249023e+00 -2.449080172815667922e+00
-1.784218335150280277e+00 -2.484737431164367294e+00
-1.992832731117360812e+00 -2.500000000000000000e+00
-2.000000000000000000e+00 -2.500364130407575214e+00
-2.122448979591836871e+00 -2.505039743049036094e+00
-2.244897959183673297e+00 -2.506929420840080525e+00
-2.367346938775510168e+00 -2.506222967071209951e+00
-2.489795918367347038e+00 -2.503104325125526053e+00
-2.612244897959183909e+00 -2.497752566915185213e+00
-2.734693877551020336e+00 -2.490342521450586766e+00
-2.857142857142857206e+00 -2.481045098925111159e+00
-2.979591836734694077e+00 -2.470027358583614774e+00
-3.102040816326530503e+00 -2.457452365093856894e+00
-3.224489795918367374e+00 -2.443478876641548059e+00
-3.346938775510204245e+00 -2.428260907358189780e+00
-3.469387755102040671e+00 -2.411947206068061345e+00
-3.591836734693877542e+00 -2.394680692048615001e+00
-3.714285714285714413e+00 -2.376597886115005220e+00
-3.836734693877550839e+00 -2.357828371676917278e+00
-3.959183673469387710e+00 -2.338494315507352095e+00
-4.081632653061224580e+00 -2.318710072030472968e+00
-4.204081632653061007e+00 -2.298581888339830570e+00
-4.326530612244898322e+00 -2.278207720336927089e+00
-4.448979591836734748e+00 -2.257677163779149065e+00
-4.571428571428571175e+00 -2.237071498061845354e+00
-4.693877551020408490e+00 -2.216463835506030655e+00
-4.816326530612244916e+00 -2.195919365043212057e+00
-4.938775510204081343e+00 -2.175495676479304752e+00
-5.061224489795918657e+00 -2.155243150013679720e+00
-5.183673469387755084e+00 -2.135205395230205916e+00
-5.306122448979591510e+00 -2.115419724202445728e+00
-5.428571428571428825e+00 -2.095917644455485895e+00
-5.551020408163265252e+00 -2.076725359094218959e+00
-5.673469387755101678e+00 -2.057864263247092484e+00
-5.795918367346938993e+00 -2.039351427920767623e+00
-5.918367346938775420e+00 -2.021200064282601794e+00
-6.040816326530611846e+00 -2.003419963188836306e+00
-6.163265306122449161e+00 -1.986017906393763743e+00
-6.285714285714285587e+00 -1.968998047274382657e+00
-6.408163265306122014e+00 -1.952362260073869704e+00
-6.530612244897959329e+00 -1.936110457610172642e+00
-6.653061224489795755e+00 -1.920240878128959938e+00
-6.775510204081632182e+00 -1.904750342525683093e+00
-6.897959183673469497e+00 -1.889634483545533428e+00
-7.020408163265305923e+00 -1.874887948819325301e+00
-7.142857142857142350e+00 -1.860504579732669583e+00
-7.265306122448979664e+00 -1.846477568183330975e+00
-7.387755102040816091e+00 -1.832799593256525084e+00
-7.510204081632652517e+00 -1.819462939813934366e+00
-7.632653061224489832e+00 -1.806459600867280413e+00
-7.755102040816326259e+00 -1.793781365510761283e+00
-7.877551020408162685e+00 -1.781419894054658837e+00
-8.000000000000000000e+00 -1.769366781868353833e+00
